left,bottom,right,top,gid,CCTV,경사도,공원,관공서,주차장,주택가,POP,sum,rank
129.054,35.155,129.055,35.156,715,0.0,0.15966386554621848,0.0,0.0,0.0,0.14705882352941177,0.09573396198217221,0.4024566510578025,733
129.055,35.152,129.056,35.153,1278,0.0,0.10084033613445378,0.0,0.0,0.0,0.14705882352941177,0.15450105819340595,0.40240021785727154,734
129.049,35.178,129.05,35.179,1515,0.0,0.008403361344537815,0.0,0.0,0.0,0.3235294117647059,0.07023608077944743,0.40216885388869117,735
129.071,35.171,129.072,35.172,3233,0.0,0.15126050420168066,0.0,0.0,0.0,0.25,0.0,0.4012605042016807,736
129.046,35.175,129.047,35.176,1192,0.0,0.2773109243697479,0.0,0.0,0.0,0.0,0.12372908320437354,0.40104000757412145,737
129.049,35.15,129.05,35.151,1371,0.0,0.13445378151260504,0.0,0.0,0.0,0.014705882352941176,0.2516523726190648,0.40081203648461106,738
129.038,35.162,129.039,35.163,208,0.0,0.011204481792717087,0.0,0.0,0.0,0.0,0.3884606299022798,0.3996651116949969,739
129.028,35.17,129.029,35.171,722,0.0,0.0,0.0,0.0,0.0,0.0,0.3993077149289636,0.3993077149289636,740
129.048,35.184,129.049,35.185,724,0.0,0.09803921568627451,0.0,0.0,0.0,0.14705882352941177,0.15328136374373882,0.3983794029594251,741
129.071,35.155,129.072,35.156,1048,0.0,0.21008403361344538,0.0,0.0,0.0,0.0,0.18826200772312454,0.3983460413365699,742
129.019,35.15,129.02,35.151,782,0.0,0.17086834733893558,0.0,0.0,0.0,0.16176470588235295,0.06568030506824021,0.39831335828952874,743
129.06,35.174,129.061,35.175,1679,0.0,0.10364145658263306,0.0,0.0,0.0,0.29411764705882354,0.0,0.3977591036414566,744
129.032,35.167,129.033,35.168,751,0.0,0.04201680672268908,0.0,0.0,0.0,0.044117647058823525,0.311157070612113,0.3972915243936256,745
129.047,35.18,129.048,35.181,1997,0.0,0.11764705882352941,0.0,0.0,0.0,0.27941176470588236,0.0,0.3970588235294118,746
129.035,35.155,129.036,35.156,1294,0.0,0.09243697478991597,0.0,0.0,0.0,0.23529411764705882,0.06849572624849949,0.39622681868547427,747
129.054,35.147,129.055,35.148,512,0.0,0.11764705882352941,0.0,0.0,0.0,0.16176470588235295,0.11679659064065295,0.3962083553465353,748
129.021,35.158,129.022,35.159,883,0.0,0.07282913165266107,0.0,0.0,0.0,0.2647058823529412,0.05768720863524386,0.3952222226408461,749
129.035,35.171,129.036,35.172,1400,0.0,0.21568627450980393,0.0,0.0,0.0,0.014705882352941176,0.16478891572538074,0.39518107258812585,750
129.025,35.172,129.026,35.173,810,0.0,0.0028011204481792717,0.015384615384615385,0.0,0.0,0.0,0.37636974579253624,0.3945554816253309,751
129.047,35.167,129.048,35.168,526,0.0,0.01680672268907563,0.0,0.0,0.0,0.27941176470588236,0.09643781727723702,0.39265630467219503,752
129.049,35.186,129.05,35.187,1255,0.0,0.07282913165266107,0.0,0.0,0.0,0.20588235294117646,0.11388475092682315,0.3925962355206607,753
129.046,35.154,129.047,35.155,991,0.0,0.12044817927170869,0.0,0.0,0.0,0.25,0.021674886346653554,0.39212306561836224,754
129.024,35.163,129.025,35.164,1367,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.38898128998356063,0.3917824104317399,755
129.062,35.144,129.063,35.145,640,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.37190556768822103,0.3915134108254759,756
129.031,35.151,129.032,35.152,1529,0.0,0.06162464985994398,0.0,0.0,0.25,0.0,0.07890892787411596,0.39053357773405994,757
129.047,35.168,129.048,35.169,753,0.0,0.028011204481792718,0.0,0.0,0.0,0.058823529411764705,0.3034821553398994,0.39031688923345687,758
129.057,35.153,129.058,35.154,505,0.3333333333333333,0.05322128851540616,0.0,0.0,0.0,0.0,0.0033457231148971457,0.3899003449636366,759
129.057,35.164,129.058,35.165,1186,0.0,0.11484593837535013,0.015384615384615385,0.0,0.0,0.1764705882352941,0.08318508983796866,0.38988623183322824,760
129.059,35.163,129.06,35.164,215,0.0,0.15126050420168066,0.0,0.0,0.0,0.1764705882352941,0.06208389376605971,0.38981498620303445,761
129.043,35.156,129.044,35.157,523,0.0,0.14285714285714285,0.0,0.0,0.0,0.20588235294117646,0.04050542595297668,0.389244921751296,762
129.029,35.15,129.03,35.151,2646,0.0,0.1092436974789916,0.0,0.0,0.0,0.27941176470588236,0.0,0.38865546218487396,763
129.057,35.18,129.058,35.181,411,0.0,0.025210084033613446,0.0,0.0,0.0,0.1764705882352941,0.18666628099253238,0.3883469532614399,764
129.034,35.15,129.035,35.151,631,0.0,0.1400560224089636,0.0,0.0,0.0,0.19117647058823528,0.05689175573328705,0.3881242487304859,765
129.025,35.158,129.026,35.159,718,0.0,0.11764705882352941,0.0,0.0,0.0,0.23529411764705882,0.03482155339899436,0.38776272986958255,766
129.036,35.165,129.037,35.166,1234,0.0,0.12044817927170869,0.0,0.0,0.0,0.19117647058823528,0.07607904391382111,0.3877036937737651,767
129.069,35.148,129.07,35.149,589,0.0,0.07282913165266107,0.0,0.0,0.0,0.22058823529411764,0.09371881463054829,0.387136181577327,768
129.072,35.159,129.073,35.16,1386,0.0,0.07282913165266107,0.0,0.0,0.0,0.1323529411764706,0.18195141470093382,0.3871334875300655,769
129.051,35.172,129.052,35.173,386,0.0,0.17086834733893558,0.0,0.0,0.0,0.1323529411764706,0.08363343601907158,0.3868547245344778,770
129.071,35.168,129.072,35.169,241,0.0,0.10644257703081232,0.0,0.0,0.0,0.23529411764705882,0.044747841430079684,0.38648453610795086,771
129.054,35.161,129.055,35.162,412,0.0,0.15126050420168066,0.0,0.0,0.0,0.16176470588235295,0.07311899493320605,0.3861442050172397,772
129.033,35.164,129.034,35.165,644,0.0,0.11484593837535013,0.0,0.0,0.0,0.22058823529411764,0.05062937197788159,0.38606354564734935,773
129.046,35.146,129.047,35.147,265,0.0,0.16806722689075632,0.0,0.0,0.0,0.11764705882352941,0.09986067521899059,0.38557496093327626,774
129.049,35.152,129.05,35.153,521,0.0,0.19047619047619047,0.0,0.0,0.0,0.14705882352941177,0.0475150533435537,0.385050067349156,775
129.037,35.157,129.038,35.158,431,0.0,0.1988795518207283,0.0,0.0,0.0,0.029411764705882353,0.15483852306090276,0.38312983958751345,776
129.062,35.151,129.063,35.152,430,0.0,0.14285714285714285,0.0,0.0,0.0,0.1764705882352941,0.06373747161679419,0.38306520270923117,777
129.032,35.161,129.033,35.162,1020,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.37915142048604583,0.3819525409342251,778
129.047,35.153,129.048,35.154,337,0.0,0.08683473389355742,0.0,0.0,0.0,0.08823529411764705,0.206326019987562,0.3813960479987665,779
129.068,35.153,129.069,35.154,420,0.0,0.12324929971988796,0.0,0.0,0.0,0.1764705882352941,0.08117958433970177,0.38089947229488386,780
129.03,35.167,129.031,35.168,1218,0.0,0.07563025210084033,0.0,0.0,0.0,0.23529411764705882,0.06942616509745503,0.3803505348453542,781
129.073,35.177,129.074,35.178,31,0.0,0.15966386554621848,0.0,0.0,0.0,0.1323529411764706,0.08766855164899796,0.379685358371687,782
129.051,35.174,129.052,35.175,1330,0.0,0.226890756302521,0.0,0.0,0.0,0.0,0.15264018049549485,0.37953093679801586,783
129.067,35.151,129.068,35.152,546,0.0,0.13165266106442577,0.0,0.0,0.0,0.16176470588235295,0.08511346050937911,0.37853082745615785,784
129.04,35.172,129.041,35.173,1270,0.0,0.05042016806722689,0.0,0.0,0.0,0.29411764705882354,0.03361632172936282,0.3781541368554132,785
129.056,35.179,129.057,35.18,1220,0.0,0.08403361344537816,0.0,0.0,0.0,0.25,0.04374990960762477,0.37778352305300295,786
129.018,35.157,129.019,35.158,532,0.0,0.09523809523809523,0.0,0.0,0.0,0.27941176470588236,0.002574374846332962,0.37722423479031053,787
129.032,35.173,129.033,35.174,235,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.3368574307353359,0.3760731170098457,788
129.03,35.151,129.031,35.152,1030,0.0,0.22408963585434175,0.0,0.0,0.0,0.08823529411764705,0.06336626026254766,0.37569119023453645,789
129.028,35.165,129.029,35.166,302,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.372739588003606,0.3755407084517853,790
129.053,35.157,129.054,35.158,199,0.0,0.11764705882352941,0.0,0.0,0.0,0.07352941176470588,0.18354232050484745,0.3747187910930827,791
129.062,35.159,129.063,35.16,1363,0.0,0.0392156862745098,0.0,0.0,0.25,0.058823529411764705,0.026548843218643488,0.374588058904918,792
129.035,35.146,129.036,35.147,667,0.3333333333333333,0.0056022408963585435,0.0,0.0,0.0,0.0,0.03524097402002613,0.37417654824971797,793
129.076,35.175,129.077,35.176,851,0.0,0.09803921568627451,0.0,0.0,0.0,0.22058823529411764,0.05486214560162754,0.3734895965820197,794
129.072,35.177,129.073,35.178,1504,0.0,0.11484593837535013,0.0,0.0,0.0,0.22058823529411764,0.03794551388667929,0.37337968755614703,795
129.062,35.158,129.063,35.159,3115,0.0,0.06442577030812326,0.0,0.0,0.25,0.058823529411764705,0.0,0.37324929971988796,796
129.069,35.174,129.07,35.175,139,0.0,0.11484593837535013,0.0,0.0,0.0,0.20588235294117646,0.05223956148850932,0.3729678528050359,797
129.065,35.153,129.066,35.154,1133,0.0,0.08123249299719888,0.0,0.0,0.25,0.029411764705882353,0.011136340627395398,0.3717805983304766,798
129.048,35.183,129.049,35.184,14,0.0,0.0700280112044818,0.0,0.0,0.0,0.25,0.05018584672345718,0.3702138579279389,799
129.019,35.154,129.02,35.155,249,0.0,0.05042016806722689,0.0,0.0,0.0,0.16176470588235295,0.15671386353884942,0.3688987374884293,800
129.059,35.158,129.06,35.159,694,0.3333333333333333,0.03361344537815126,0.0,0.0,0.0,0.0,0.001749996384304991,0.3686967750957896,801
129.035,35.172,129.036,35.173,1181,0.0,0.16806722689075632,0.0,0.0,0.0,0.07352941176470588,0.126949462225629,0.3685461008810912,802
129.036,35.157,129.037,35.158,527,0.0,0.17647058823529413,0.0,0.0,0.0,0.029411764705882353,0.16222418273240483,0.3681065356735813,803
129.017,35.148,129.018,35.149,1204,0.0,0.03361344537815126,0.0,0.0,0.0,0.10294117647058823,0.2314382270560047,0.36799284890474415,804
129.045,35.158,129.046,35.159,1025,0.0,0.0896358543417367,0.0,0.0,0.0,0.11764705882352941,0.15995352626681902,0.3672364394320851,805
129.063,35.151,129.064,35.152,3096,0.0,0.13165266106442577,0.0,0.0,0.0,0.23529411764705882,0.0,0.3669467787114846,806
129.047,35.174,129.048,35.175,1237,0.0,0.3025210084033613,0.0,0.0,0.0,0.0,0.06439311764507373,0.36691412604843504,807
129.046,35.174,129.047,35.175,383,0.0,0.21008403361344538,0.0,0.0,0.0,0.0,0.15489155325436657,0.36497558686781195,808
129.054,35.174,129.055,35.175,847,0.0,0.16526610644257703,0.0,0.0,0.0,0.058823529411764705,0.14039020580535988,0.3644798416597016,809
129.016,35.146,129.017,35.147,22,0.0,0.022408963585434174,0.015384615384615385,0.0,0.0,0.0,0.32607783868215146,0.363871417652201,810
129.058,35.155,129.059,35.156,124,0.0,0.09243697478991597,0.0,0.0,0.25,0.014705882352941176,0.006561281209474084,0.36370413835233123,811
129.02,35.156,129.021,35.157,1563,0.0,0.04201680672268908,0.0,0.0,0.0,0.1764705882352941,0.14462780035578437,0.36311519531376757,812
129.02,35.151,129.021,35.152,598,0.0,0.10364145658263306,0.0,0.0,0.0,0.1764705882352941,0.08255354844308173,0.3626655932610089,813
129.055,35.145,129.056,35.146,1125,0.0,0.1400560224089636,0.0,0.0,0.0,0.029411764705882353,0.19244657208008523,0.3619143591949312,814
129.055,35.179,129.056,35.18,1138,0.3333333333333333,0.011204481792717087,0.0,0.0,0.0,0.014705882352941176,0.0016921452641626771,0.36093584274315427,815
129.02,35.151,129.021,35.152,1017,0.0,0.10364145658263306,0.0,0.0,0.0,0.1764705882352941,0.07958385760910963,0.3596959024270368,816
129.055,35.176,129.056,35.177,659,0.0,0.056022408963585436,0.0,0.0,0.0,0.14705882352941177,0.15627998013778208,0.35936121263077925,817
129.034,35.163,129.035,35.164,578,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.319632259712962,0.35884794598747183,818
129.026,35.162,129.027,35.163,324,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0,0.3529159375015065,0.35851817839786504,819
129.035,35.173,129.036,35.174,1085,0.0,0.09523809523809523,0.0,0.0,0.0,0.029411764705882353,0.23335213494737958,0.3580019948913572,820
129.075,35.174,129.076,35.175,370,0.0,0.14565826330532214,0.0,0.0,0.0,0.1323529411764706,0.07963688780257341,0.3576480922843661,821
129.05,35.181,129.051,35.182,1350,0.0,0.08683473389355742,0.0,0.0,0.0,0.23529411764705882,0.03438284907124847,0.35651170061186466,822
129.052,35.161,129.053,35.162,1468,0.0,0.08123249299719888,0.0,0.0,0.0,0.0,0.275101359983416,0.3563338529806149,823
129.047,35.162,129.048,35.163,612,0.0,0.14285714285714285,0.0,0.0,0.0,0.16176470588235295,0.050846313678415266,0.35546816241791107,824
129.061,35.145,129.062,35.146,1325,0.0,0.24089635854341737,0.0,0.0,0.0,0.10294117647058823,0.010586754986043417,0.35442429000004905,825
129.026,35.167,129.027,35.168,840,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0,0.3483167734501926,0.3539190143465511,826
129.034,35.17,129.035,35.171,1449,0.0,0.1988795518207283,0.0,0.0,0.0,0.044117647058823525,0.11091506009285104,0.35391225897240286,827
129.045,35.151,129.046,35.152,1208,0.0,0.20728291316526612,0.0,0.0,0.0,0.08823529411764705,0.058227152423238795,0.35374535970615195,828
129.019,35.143,129.02,35.144,3008,0.3333333333333333,0.0056022408963585435,0.0,0.0,0.0,0.014705882352941176,0.0,0.353641456582633,829
129.039,35.165,129.04,35.166,1271,0.0,0.16526610644257703,0.0,0.0,0.0,0.14705882352941177,0.041281595148219385,0.3536065251202082,830
129.05,35.18,129.051,35.181,414,0.0,0.10644257703081232,0.0,0.0,0.0,0.11764705882352941,0.1291815512777866,0.35327118713212835,831
129.062,35.165,129.063,35.166,1462,0.0,0.1792717086834734,0.0,0.0,0.0,0.029411764705882353,0.14316223864551242,0.35184571203486814,832
129.049,35.174,129.05,35.175,1447,0.0,0.12044817927170869,0.0,0.0,0.0,0.19117647058823528,0.04013903552540869,0.3517636853853527,833
129.024,35.157,129.025,35.158,1479,0.0,0.13165266106442577,0.0,0.0,0.0,0.19117647058823528,0.028361511649769317,0.3511906433024303,834
129.046,35.156,129.047,35.157,2,0.0,0.13725490196078433,0.0,0.0,0.0,0.14705882352941177,0.0668758948845147,0.3511896203747108,835
129.022,35.162,129.023,35.163,748,0.0,0.0028011204481792717,0.015384615384615385,0.0,0.0,0.0,0.33291391271230153,0.3510996485450962,836
129.074,35.175,129.075,35.176,1517,0.0,0.08123249299719888,0.0,0.0,0.0,0.16176470588235295,0.10748738122441896,0.3504845801039708,837
129.079,35.172,129.08,35.173,825,0.0,0.19047619047619047,0.0,0.0,0.0,0.014705882352941176,0.14447353070207156,0.3496556035312032,838
129.054,35.145,129.055,35.146,1279,0.0,0.12044817927170869,0.0,0.0,0.0,0.08823529411764705,0.13977312719050855,0.3484566005798643,839
129.044,35.151,129.045,35.152,188,0.0,0.19607843137254902,0.0,0.0,0.0,0.07352941176470588,0.0765370319482811,0.346144875085536,840
129.033,35.15,129.034,35.151,983,0.0,0.056022408963585436,0.0,0.0,0.0,0.19117647058823528,0.098737399302894,0.34593627885471473,841
129.066,35.172,129.067,35.173,228,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.3423291825154631,0.3451303029636424,842
129.069,35.154,129.07,35.155,94,0.0,0.2773109243697479,0.0,0.0,0.0,0.014705882352941176,0.05306876087721581,0.3450855675999049,843
129.055,35.163,129.056,35.164,485,0.0,0.09243697478991597,0.0,0.0,0.0,0.1764705882352941,0.07541857695886303,0.34432613998407313,844
129.07,35.151,129.071,35.152,1387,0.0,0.11204481792717087,0.0,0.0,0.0,0.16176470588235295,0.06965274865134576,0.3434622724608696,845
129.057,35.162,129.058,35.163,584,0.0,0.16806722689075632,0.0,0.0,0.0,0.1323529411764706,0.04277126149188397,0.3431914295591109,846
129.027,35.145,129.028,35.146,2397,0.3333333333333333,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.34173669467787116,847
129.046,35.18,129.047,35.181,1463,0.0,0.07282913165266107,0.0,0.0,0.0,0.19117647058823528,0.0763731204412112,0.34037872268210756,848
129.022,35.153,129.023,35.154,629,0.0,0.12044817927170869,0.0,0.0,0.0,0.19117647058823528,0.02842418369659016,0.34004883355653415,849
129.067,35.165,129.068,35.166,1490,0.0,0.257703081232493,0.0,0.0,0.0,0.014705882352941176,0.06655289279705345,0.33896185638248766,850
129.067,35.15,129.068,35.151,1287,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.31888501607779046,0.33849285921504535,851
129.066,35.15,129.067,35.151,1136,0.0,0.028011204481792718,0.0,0.0,0.0,0.0,0.3102796619566213,0.33829086643841405,852
129.042,35.156,129.043,35.157,665,0.0,0.10364145658263306,0.0,0.0,0.0,0.10294117647058823,0.1313220427230522,0.3379046757762735,853
129.028,35.152,129.029,35.153,433,0.0,0.10084033613445378,0.0,0.0,0.0,0.14705882352941177,0.08924981559955454,0.3371489752634201,854
129.027,35.16,129.028,35.161,1141,0.0,0.0,0.0,0.0,0.0,0.0,0.3363753380674833,0.3363753380674833,855
129.017,35.147,129.018,35.148,1368,0.0,0.0,0.0,0.0,0.0,0.0,0.3363367706540551,0.3363367706540551,856
129.034,35.142,129.035,35.143,2116,0.3333333333333333,0.0028011204481792717,0.0,0.0,0.0,0.0,0.0,0.3361344537815126,857
129.03,35.165,129.031,35.166,964,0.0,0.07563025210084033,0.0,0.0,0.0,0.25,0.010499978305829947,0.3361302304066703,858
129.061,35.156,129.062,35.157,978,0.0,0.17647058823529413,0.0,0.0,0.0,0.1323529411764706,0.02661151526546433,0.33543504467722907,859
129.058,35.141,129.059,35.142,565,0.0,0.04201680672268908,0.0,0.0,0.25,0.014705882352941176,0.028318123309662584,0.3350408123852929,860
129.052,35.165,129.053,35.166,1114,0.0,0.10364145658263306,0.0,0.0,0.0,0.014705882352941176,0.21647889157253808,0.33482623050811233,861
129.069,35.157,129.07,35.158,956,0.0,0.19047619047619047,0.0,0.0,0.0,0.058823529411764705,0.08539789518341215,0.3346976150713673,862
129.056,35.161,129.057,35.162,974,0.0,0.15406162464985995,0.0,0.0,0.0,0.14705882352941177,0.033524724122470824,0.33464517230174257,863
129.019,35.151,129.02,35.152,373,0.0,0.11484593837535013,0.0,0.0,0.0,0.16176470588235295,0.05737866932781819,0.3339893135855213,864
129.052,35.156,129.053,35.157,1437,0.0,0.11484593837535013,0.0,0.0,0.0,0.11764705882352941,0.10086824889480255,0.3333612460936821,865
129.038,35.163,129.039,35.164,2285,0.0,0.09803921568627451,0.0,0.0,0.0,0.23529411764705882,0.0,0.3333333333333333,866
129.043,35.157,129.044,35.158,1514,0.0,0.03361344537815126,0.0,0.0,0.0,0.10294117647058823,0.19667452477715264,0.3332291466258921,867
129.035,35.166,129.036,35.167,910,0.0,0.022408963585434174,0.0,0.0,0.0,0.22058823529411764,0.08999223830804756,0.3329894371875994,868
129.034,35.173,129.035,35.174,610,0.0,0.21008403361344538,0.0,0.0,0.0,0.0,0.121048647971113,0.3311326815845584,869
129.047,35.187,129.048,35.188,1995,0.0,0.036414565826330535,0.0,0.0,0.0,0.29411764705882354,0.0,0.33053221288515405,870
129.051,35.142,129.052,35.143,1150,0.0,0.11204481792717087,0.0,0.0,0.0,0.11764705882352941,0.1006898746076971,0.3303817513583974,871
129.065,35.158,129.066,35.159,603,0.0,0.09243697478991597,0.0,0.0,0.0,0.11764705882352941,0.1202194485824065,0.33030348219585187,872
129.023,35.163,129.024,35.164,176,0.0,0.0,0.0,0.0,0.0,0.0,0.3302816867458263,0.3302816867458263,873
129.064,35.159,129.065,35.16,893,0.0,0.10084033613445378,0.0,0.0,0.0,0.20588235294117646,0.023420061804280017,0.3301427508799103,874
129.051,35.175,129.052,35.176,1318,0.0,0.2184873949579832,0.0,0.0,0.0,0.0,0.11065473005221063,0.3291421250101938,875
129.05,35.147,129.051,35.148,28,0.0,0.1092436974789916,0.0,0.0,0.0,0.058823529411764705,0.16089842789581013,0.3289656547865665,876
129.049,35.173,129.05,35.174,1548,0.0,0.0784313725490196,0.0,0.0,0.0,0.10294117647058823,0.1474866098761504,0.32885915889575823,877
129.029,35.163,129.03,35.164,1454,0.0,0.011204481792717087,0.0,0.0,0.0,0.0,0.3175833658745884,0.3287878476673055,878
129.019,35.151,129.02,35.152,1464,0.0,0.11484593837535013,0.0,0.0,0.0,0.16176470588235295,0.052152784808295855,0.328763429065999,879
129.051,35.175,129.052,35.176,180,0.0,0.2184873949579832,0.0,0.0,0.0,0.0,0.10849495490023092,0.3269823498582141,880
129.056,35.145,129.057,35.146,1297,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.3185764767703648,0.32697983811490267,881
129.057,35.171,129.058,35.172,701,0.0,0.10364145658263306,0.0,0.0,0.0,0.16176470588235295,0.06097990155667722,0.3263860640216632,882
129.048,35.187,129.049,35.188,1253,0.0,0.05042016806722689,0.0,0.0,0.0,0.1764705882352941,0.09807693234793592,0.3249676886504569,883
129.032,35.165,129.033,35.166,1249,0.0,0.09523809523809523,0.0,0.0,0.0,0.16176470588235295,0.06734352477233173,0.3243463258927799,884
129.065,35.156,129.066,35.157,111,0.0,0.15406162464985995,0.0,0.0,0.0,0.14705882352941177,0.02294279006310593,0.3240632382423777,885
129.033,35.174,129.034,35.175,327,0.0,0.1988795518207283,0.0,0.0,0.0,0.0,0.12517536120793138,0.3240549130286597,886
129.029,35.166,129.03,35.167,643,0.0,0.0028011204481792717,0.0,0.0,0.0,0.25,0.07081941290754909,0.3236205333557284,887
129.066,35.174,129.067,35.175,192,0.0,0.10084033613445378,0.0,0.0,0.0,0.20588235294117646,0.015923520819171862,0.32264620989480214,888
129.065,35.174,129.066,35.175,138,0.0,0.09803921568627451,0.0,0.0,0.0,0.1323529411764706,0.09208934141320645,0.3224814982759516,889
129.032,35.15,129.033,35.151,292,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.31387607325880185,0.3222794346033397,890
129.035,35.162,129.036,35.163,933,0.0,0.03361344537815126,0.0,0.0,0.0,0.014705882352941176,0.27353937973957354,0.321858707470666,891
129.06,35.181,129.061,35.182,1536,0.0,0.05042016806722689,0.0,0.0,0.0,0.11764705882352941,0.1537152471448062,0.3217824740355625,892
129.024,35.146,129.025,35.147,1213,0.0,0.0,0.0,0.0,0.0,0.0,0.3217534674515135,0.3217534674515135,893
129.046,35.176,129.047,35.177,1117,0.0,0.10364145658263306,0.0,0.0,0.0,0.08823529411764705,0.12897907235728853,0.32085582305756866,894
129.059,35.141,129.06,35.142,1130,0.0,0.05322128851540616,0.0,0.0,0.25,0.014705882352941176,0.002574374846332962,0.32050154571468026,895
129.064,35.161,129.065,35.162,449,0.0,0.07282913165266107,0.0,0.0,0.0,0.014705882352941176,0.23270130984577855,0.3202363238513808,896
129.031,35.175,129.032,35.176,535,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.31736160324737617,0.32016272369555543,897
129.023,35.159,129.024,35.16,955,0.0,0.08683473389355742,0.0,0.0,0.0,0.14705882352941177,0.0858655250712292,0.3197590824941984,898
129.052,35.174,129.053,35.175,846,0.0,0.1988795518207283,0.0,0.0,0.0,0.0,0.12069189939690207,0.31957145121763036,899
129.057,35.144,129.058,35.145,1558,0.0,0.14565826330532214,0.0,0.0,0.0,0.14705882352941177,0.02668382916564222,0.3194009160003761,900
129.068,35.166,129.069,35.167,429,0.0,0.16526610644257703,0.0,0.0,0.0,0.044117647058823525,0.10988338178364646,0.319267135285047,901
129.063,35.172,129.064,35.173,1390,0.0,0.0028011204481792717,0.0,0.0,0.0,0.058823529411764705,0.2575435450202238,0.3191681948801678,902
129.066,35.176,129.067,35.177,175,0.0,0.0,0.0,0.0,0.0,0.0,0.3188560905177193,0.3188560905177193,903
129.076,35.174,129.077,35.175,820,0.0,0.22408963585434175,0.0,0.0,0.0,0.044117647058823525,0.05009424911656518,0.31830153202973044,904
129.029,35.175,129.03,35.176,353,0.0,0.014005602240896359,0.015384615384615385,0.0,0.0,0.0,0.28788645753486736,0.3172766751603791,905
129.038,35.172,129.039,35.173,1183,0.0,0.0,0.0,0.0,0.0,0.0,0.3168939733595592,0.3168939733595592,906
129.023,35.146,129.024,35.147,745,0.0,0.0,0.0,0.0,0.0,0.0,0.3162576110379937,0.3162576110379937,907
129.066,35.148,129.067,35.149,661,0.0,0.1400560224089636,0.0,0.0,0.0,0.11764705882352941,0.05851158709727184,0.3162146683297648,908
129.05,35.179,129.051,35.18,1018,0.0,0.17086834733893558,0.0,0.0,0.0,0.014705882352941176,0.12979862989263796,0.3153728595845147,909
129.063,35.152,129.064,35.153,1191,0.0,0.028011204481792718,0.0,0.0,0.25,0.029411764705882353,0.006537176576081455,0.3139601457637565,910
129.065,35.156,129.066,35.157,602,0.0,0.15406162464985995,0.0,0.0,0.0,0.14705882352941177,0.011926972602673684,0.3130474207819454,911
129.055,35.151,129.056,35.152,1245,0.0,0.15406162464985995,0.0,0.0,0.0,0.07352941176470588,0.08528701386980606,0.3128780502843719,912
129.05,35.144,129.051,35.145,1115,0.0,0.056022408963585436,0.0,0.0,0.0,0.16176470588235295,0.09483726961996634,0.31262438446590474,913
129.061,35.156,129.062,35.157,1412,0.0,0.17647058823529413,0.0,0.0,0.0,0.1323529411764706,0.003234841801291044,0.31205837121305574,914
129.05,35.175,129.051,35.176,700,0.0,0.19607843137254902,0.0,0.0,0.0,0.0,0.11590954013180414,0.31198797150435315,915
129.031,35.164,129.032,35.165,1482,0.0,0.07282913165266107,0.0,0.0,0.0,0.19117647058823528,0.047187230329413916,0.3111928325703103,916
129.046,35.181,129.047,35.182,1472,0.0,0.12324929971988796,0.0,0.0,0.0,0.16176470588235295,0.02603300406404119,0.31104700966628207,917
129.029,35.159,129.03,35.16,98,0.0,0.0056022408963585435,0.0,0.0,0.0,0.0,0.3052610772842756,0.3108633181806341,918
129.051,35.178,129.052,35.179,1162,0.0,0.09803921568627451,0.0,0.0,0.0,0.1323529411764706,0.07971402262942982,0.31010617949217495,919
129.055,35.175,129.056,35.176,238,0.0,0.036414565826330535,0.0,0.0,0.0,0.014705882352941176,0.25847880479585783,0.3095992529751295,920
129.059,35.173,129.06,35.174,165,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.3008017201066389,0.30920508145117676,921
129.021,35.154,129.022,35.155,783,0.0,0.12324929971988796,0.0,0.0,0.0,0.14705882352941177,0.0385722343548877,0.30888035760418747,922
129.023,35.161,129.024,35.162,70,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.29963987677711407,0.3080432381216519,923
129.038,35.171,129.039,35.172,133,0.0,0.0028011204481792717,0.0,0.0,0.0,0.044117647058823525,0.26095676110862026,0.30787552861562306,924
129.049,35.18,129.05,35.181,415,0.0,0.0896358543417367,0.0,0.0,0.0,0.14705882352941177,0.07111348943493918,0.3078081673060876,925
129.057,35.181,129.058,35.182,23,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.30471149164292355,0.3075126120911028,926
129.016,35.147,129.017,35.148,915,0.0,0.0056022408963585435,0.0,0.0,0.0,0.014705882352941176,0.28683067459227013,0.30713879784156983,927
129.022,35.16,129.023,35.161,814,0.0,0.0028011204481792717,0.0,0.0,0.0,0.0,0.30421493619503537,0.30701605664321463,928
129.048,35.182,129.049,35.183,997,0.0,0.06722689075630252,0.0,0.0,0.0,0.20588235294117646,0.033423484662221774,0.30653272835970075,929
